Station,Type,line,Longitude,Latitude,Aliases
"Birmensdorf ZH, Aescherstrasse",bus station,215|245|N22,8.4383213,47.3509221,aescherstr|aescherstrasse|birmensdorf zh aescherstr|birmensdorfzhaescherstrasse
"Birmensdorf ZH, Altenberg",bus station,350,8.4204892,47.3471353,altenberg|birmensdorfzhaltenberg
"Birmensdorf ZH, Bahnhof",bus station,215|227|245|314|350|EV1|EV2|N22,8.4387784,47.3569449,birmensdorfzhbahnhof
"Birmensdorf ZH, Bahnhof Süd",bus station,215|245|314|350,8.4375119,47.3571717,birmensdorfzhbahnhofsud
"Birmensdorf ZH, Landikon Bach",bus station,220|N23,8.4616962,47.3523275,birmensdorfzhlandikonbach|landikon bach|landikonbach
"Birmensdorf ZH, Landikon Dorf",bus station,227,8.4610961,47.3527826,birmensdorfzhlandikondorf|landikon dorf|landikondorf
"Birmensdorf ZH, Obere Risi",bus station,220|350|N14,8.4510008,47.359267,birmensdorfzhobererisi|obere risi|obererisi
"Birmensdorf ZH, Ristet",bus station,314,8.4288497,47.3654587,birmensdorfzhristet|ristet
"Birmensdorf ZH, Sternen/WSL",bus station,220|350|N14,8.4562321,47.3600846,birmensdorfzhsternenwsl|sternen wsl|sternenwsl
"Birmensdorf ZH, Untere Risi",bus station,215|245|N14,8.4469463,47.3597702,birmensdorfzhuntererisi|untere risi|untererisi
"Birmensdorf ZH, Weissenbrunnen",bus station,227,8.445963,47.3560729,birmensdorfzhweissenbrunnen|weissenbrunnen
"Birmensdorf ZH, Zentrum",bus station,215|227|245|350|N22,8.4371865,47.3539363,birmensdorfzhzentrum
"Bisikon, Dorf",bus station,720,8.6954134,47.412475,bisikondorf
"Blickensdorf, Dorf",bus station,604,8.5151,47.2019,blickensdorfdorf
"Blickensdorf, H. Waldmann-Str",bus station,280|604,8.5171956,47.2011502,blickensdorfhwaldmannstr|h waldmann str|hwaldmannstr
Blumenau,train station,IR35|S4|S6|S17|VAE,8.8422913,47.2237069,
"Bohlingen, Fabrikstrasse",bus station,7,8.8958,47.7188,bohlingen fabrikstr|bohlingenfabrikstrasse|fabrikstr|fabrikstrasse
"Bohlingen, Ledergasse",bus station,7,8.8937,47.7185,bohlingenledergasse|ledergasse
"Bonstetten, Dorfplatz",bus station,210|228|N23,8.4675018,47.3150181,bonstetten dorfplz|bonstettendorfplatz
"Bonstetten, Dorfstrasse",bus station,200|205|210|228|N23,8.4633493,47.3171239,bonstetten dorfstr|bonstettendorfstrasse
"Bonstetten, Isenbach",bus station,210|227|228,8.4718432,47.3158518,bonstettenisenbach|isenbach
"Bonstetten, Lärchenhof",bus station,227|228,8.4723039,47.3239344,bonstettenlarchenhof|larchenhof
"Bonstetten, Lätten",bus station,205,8.456625,47.3189555,bonstettenlatten
"Bonstetten, Sunnenberg",bus station,227|N23,8.4735734,47.3123102,bonstettensunnenberg|sunnenberg
Bonstetten-Wettswil,train station,S5|S14|SN5,8.4680571,47.3259782,bonstettenwettswil
"Bonstetten-Wettswil, Bahnhof",bus station,200|205|210|220|221|227|228|229|EV1|EV2|N23,8.4684341,47.3263167,bonstettenwettswilbahnhof
"Boppelsen, Dorf",bus station,450|485|N45,8.4019043,47.4700624,boppelsendorf
"Boppelsen, Hand",bus station,450|485|N45,8.4071601,47.4687503,boppelsenhand
Boswil-Bünzen,train station,EXT|S26|S42,8.3153,47.3052,boswilbunzen
"Boswil-Bünzen, Bahnhof",bus station,EV1|EV2,8.3153,47.3054,boswilbunzenbahnhof
"Breite b. N'dorf, W'thurerstr.",bus station,656|658|659|660|769,8.6611,47.4616,breitebndorfwthurerstr|w thurerstr|wthurerstr
"Breite b. N'dorf,Grünenwaldstr",bus station,658|660|769|N70,8.6613,47.4619,breitebndorfgrunenwaldstr
"Breite b. N., Grünenwaldstr.",bus station,658|660|769|N70,8.6612854,47.4619007,breitebngrunenwaldstr
"Breite b. N., Sternen",bus station,656|658|659|769|N66,8.6599079,47.4608268,breitebnsternen
"Breite b. N., Winterthurerstr.",bus station,656|658|659|769,8.661106,47.4615967,breitebnwinterthurerstr|winterthurerstr
"Breite b. Nürensdorf, Sternen",bus station,656|658|659|660|769|N66,8.6599,47.4608,breitebnurensdorfsternen
"Breitenfeld (WT), Rathaus",bus station,7345,8.306,47.6513,breitenfeldwtrathaus
Bremgarten,train station,S17,8.3464746,47.3514379,
"Bremgarten AG, Badenerstrasse",bus station,322|N71,8.3485,47.3564,badenerstr|badenerstrasse|bremgarten ag badenerstr|bremgartenagbadenerstrasse
"Bremgarten AG, Bahnhof",bus station,231|322|332|338|339|444|EV1|N32|N71|N72,8.3459568,47.351343,bremgartenagbahnhof
"Bremgarten AG, Bibenlos",bus station,322|332|339|444|EV1|N32|N71|N72,8.3500358,47.3538115,bibenlos|bremgartenagbibenlos
"Bremgarten AG, Fischbacherstr.",bus station,332|N72,8.3223,47.3573,bremgartenagfischbacherstr|fischbacherstr
"Bremgarten AG, Kaserne",bus station,332|339|N32|N72,8.332248,47.3578633,bremgartenagkaserne
"Bremgarten AG, Meyerhof",bus station,339|N32,8.3401687,47.3471877,bremgartenagmeyerhof|meyerhof
"Bremgarten AG, Obertorplatz",bus station,231|322|332|339|444|N32|N71|N72,8.3438948,47.3507295,bremgarten ag obertorplz|bremgartenagobertorplatz|obertorplatz|obertorplz
"Bremgarten AG, Stockweier",bus station,332|339|N32|N72,8.3258088,47.355916,bremgartenagstockweier|stockweier
"Bremgarten AG, Waage",bus station,339|N32,8.3391289,47.3490937,bremgartenagwaage|waage
"Bremgarten AG, West",bus station,339|N32,8.3374263,47.3454461,bremgartenagwest
"Bremgarten AG, Zelgli",bus station,231|338,8.3479482,47.3478193,bremgartenagzelgli
"Bremgarten AG, Zufikerstrasse",bus station,338,8.3501,47.3522,bremgarten ag zufikerstr|bremgartenagzufikerstrasse|zufikerstr|zufikerstrasse
Bremgarten Isenlauf,train station,S17,8.341172,47.3462534,bremgartenisenlauf
Bremgarten Obertor,train station,S17,8.3432293,47.3505099,bremgartenobertor
Bremgarten West,train station,S17,8.33586,47.3451704,bremgartenwest
Brugg AG,train station,EXT|IC|IR16|IR36|NJ|RE12|RE36|S|S1|S12|S23|S25|S29|SN1,8.208126,47.4810109,bruggag
"Brunnwil, Weiler",bus station,344,8.3297,47.2325,brunnwilweiler
"Brütten, Harossen",bus station,660|662|N66,8.6825062,47.4714791,bruttenharossen|harossen
"Brütten, Hofacher",bus station,660|N66,8.6705808,47.4709501,bruttenhofacher|hofacher
"Brütten, Zelgli",bus station,662,8.6738684,47.4714187,bruttenzelgli
"Brütten, Zentrum",bus station,660|662|N66,8.6764691,47.4720116,bruttenzentrum
"Brüttisellen, Gemeindehaus",bus station,796|N78,8.6288806,47.4203394,bruttisellengemeindehaus
"Brüttisellen, Gsellhof",station,,8.6296666,47.4217076,bruttisellengsellhof|gsellhof
"Brüttisellen, Haldenbrücke",bus station,796|N78,8.6313645,47.4188116,bruttisellenhaldenbrucke|haldenbrucke
"Brüttisellen, Neuwisen",bus station,796|N78,8.6346,47.4161,bruttisellenneuwisen
"Brüttisellen, Ob. Wangenstr.",bus station,765|787|N78,8.6348,47.4258,bruttisellenobwangenstr|ob wangenstr|obwangenstr
"Brüttisellen, Obere Wangenstr.",bus station,765|787|N78,8.6348621,47.4258367,bruttisellenoberewangenstr|obere wangenstr|oberewangenstr
"Brüttisellen, Zentrum",bus station,765|787|N78,8.630615,47.4238117,bruttisellenzentrum
Bubikon,train station,S|S5|S14|S15|SN5,8.8234577,47.2704802,
"Bubikon, Bad Kämmoos",bus station,880,8.8300665,47.2608559,bad kammoos|badkammoos|bubikonbadkammoos
"Bubikon, Bahnhof",bus station,879|880|882|883|EV1,8.8225901,47.2706615,bubikonbahnhof
"Bubikon, Bahnhof Nord",station,,8.8223772,47.2716266,bubikonbahnhofnord
"Bubikon, Dorf",bus station,880|N95,8.8189375,47.2684293,bubikondorf
"Bubikon, Platte",bus station,883,8.8147723,47.2770702,bubikonplatte
"Bubikon, Ritterhaus",bus station,880,8.8262381,47.2665965,bubikonritterhaus
"Bubikon, Tafleten",bus station,879|882,8.8223281,47.2748298,bubikontafleten|tafleten
"Bubikon, Wihalde",bus station,880|N95,8.8147522,47.2639814,bubikonwihalde
"Buch am Irchel, Bebikon",bus station,670,8.6436705,47.5415288,bebikon|buchamirchelbebikon
"Buch am Irchel, Desibach",bus station,677|N64,8.6440202,47.552256,buchamircheldesibach|desibach
"Buch am Irchel, Irchelhof",bus station,677,8.6194563,47.5535702,buchamirchelirchelhof|irchelhof
"Buch am Irchel, Oberbuch",bus station,677|N64,8.6221305,47.5477683,buchamircheloberbuch|oberbuch
"Buch am Irchel, Sägerei",bus station,677|N64,8.6324214,47.5516744,buchamirchelsagerei|sagerei
"Buch am Irchel, Unterbuch",bus station,670|677|N64,8.6186898,47.550169,buchamirchelunterbuch|unterbuch
"Buch am Irchel, Wiler",bus station,670|677|N64,8.6137695,47.557172,buchamirchelwiler
"Buch b. Frauenfeld, Trüttlikon",bus station,822,8.8179,47.597,buchbfrauenfeldtruttlikon|truttlikon
"Buch bei Frauenfeld, Dorf",bus station,822,8.8377,47.5985,buchbeifrauenfelddorf
"Buch SH, Brücke",bus station,25,8.7849,47.718,buchshbrucke
"Buch SH, Dorf",bus station,25,8.7822,47.7171,buchshdorf
"Buchberg, Engel",bus station,675,8.5627131,47.5726004,buchbergengel|engel
"Buchberg, Kirche",bus station,675,8.5658892,47.5744494,buchbergkirche
"Buchs ZH, Furttalstrasse",bus station,455,8.4376999,47.4555203,buchs zh furttalstr|buchszhfurttalstrasse
"Buchs ZH, Industrie",bus station,449|N45,8.4383158,47.4494795,buchszhindustrie
"Buchs ZH, Linde",bus station,455|485|N45,8.4402614,47.4584484,buchszhlinde
"Buchs ZH, Petermoos",bus station,455|485|N45,8.4427536,47.4576802,buchszhpetermoos|petermoos
"Buchs ZH, Post",bus station,455|485|N45,8.4375734,47.4565558,buchszhpost
Buchs-Dällikon,train station,S6|SN6,8.4373777,47.4531934,buchsdallikon
"Buchs-Dällikon, Bahnhof",bus station,449|455|EV1|EV2|N45,8.4373141,47.4533379,buchsdallikonbahnhof
Burghalden,train station,RE|RE25|S13|SN13,8.6927106,47.2087727,
"Busslingen, Hüsler",bus station,322|N71,8.315,47.4101,busslingenhusler|husler
"Busslingen, Stetterstrasse",bus station,322|N71,8.3159,47.4076,busslingen stetterstr|busslingenstetterstrasse|stetterstr|stetterstrasse
"Buttwil, Handlung Bartlome",bus station,343,8.3143,47.2675,buttwilhandlungbartlome|handlung bartlome|handlungbartlome
"Buttwil, Schule",bus station,343,8.3106,47.2685,buttwilschule
"Buttwil, Weinmatten",bus station,343,8.312,47.2699,buttwilweinmatten|weinmatten
Bäch,train station,S8|SN8,8.7270279,47.2008642,
Bäch SZ,train station,S|S8|SN8,8.7272,47.201,bachsz
"Bäch SZ, Badi",bus station,189,8.7319364,47.2029772,bachszbadi|badi
"Bäch SZ, Bahnhof",bus station,189|EV1,8.7276454,47.2012891,bachszbahnhof
"Bäch SZ, Schulhaus",bus station,189,8.733616,47.2041997,bachszschulhaus
"Bäch SZ, Usserbäch",bus station,189,8.7379315,47.2041601,bachszusserbach|usserbach
"Bänk (Dägerlen), Hanfland",bus station,612|N61,8.7410597,47.5449815,bankdagerlenhanfland|hanfland
Bäretswil,station,EXT,8.8522187,47.3374203,
"Bäretswil, Bahnhof",bus station,850|851|N87,8.8512414,47.3374953,baretswilbahnhof
"Bäretswil, Bussental",bus station,850|N87,8.8584981,47.3500993,baretswilbussental|bussental
"Bäretswil, Bärenplatz",bus station,850|851|N87,8.8562709,47.3355355,barenplatz|barenplz|baretswil barenplz|baretswilbarenplatz
"Bäretswil, Eishalle",bus station,850|851|N87,8.847238,47.3317239,baretswileishalle
"Bäretswil, Gemeindehaus",bus station,850,8.8570494,47.3364435,baretswilgemeindehaus
"Bäretswil, Oberdorf",bus station,850|851|N87,8.8554987,47.3323694,baretswiloberdorf
"Böbikon, Dorfplatz",bus station,358,8.3335,47.5539,bobikon dorfplz|bobikondorfplatz
"Böbikon, Schulhaus",bus station,358,8.3313,47.5539,bobikonschulhaus
"Bühl (D), Abzweigung",bus station,7347,8.4617,47.6196,buhldabzweigung
"Bühl (D), Dorf",bus station,7347,8.4638,47.6146,buhlddorf
"Bühl (D), Notburgastrasse",bus station,7347,8.4685,47.6167,buhl d notburgastr|buhldnotburgastrasse|notburgastr|notburgastrasse
"Bühl (D), Säge",bus station,7347,8.468,47.6171,buhldsage
Bülach,train station,RE|RE48|S|S3|S9|S36|S41|S65|SN9|SN41|SN65,8.536445,47.5235256,
"Bülach, Bahnhof",bus station,501|504|515|525|530|531|535|E|EV1|EV5|N53,8.5376787,47.5228213,bulachbahnhof
"Bülach, Bahnhof Ost",bus station,501,8.5375191,47.5240911,bulachbahnhofost
"Bülach, Berglistrasse",bus station,501,8.5459315,47.5237771,berglistr|berglistrasse|bulach berglistr|bulachberglistrasse
"Bülach, Cholplatz",bus station,530|531|E|N54,8.5444806,47.5095703,bulach cholplz|bulachcholplatz|cholplatz|cholplz
"Bülach, Einkaufszentrum Süd",bus station,501|504,8.5395308,47.5090238,bulacheinkaufszentrumsud|einkaufszentrum sud|einkaufszentrumsud
"Bülach, Gewerbehaus",bus station,504|515|525|535|N53,8.5393721,47.5186677,bulachgewerbehaus|gewerbehaus
"Bülach, Glasi",bus station,501,8.5358558,47.5264994,bulachglasi|glasi
"Bülach, Grampenweg",bus station,504|N54,8.5392679,47.5168427,bulachgrampenweg|grampenweg
"Bülach, Güterbahnhof",bus station,501,8.5372526,47.5240486,bulachguterbahnhof
"Bülach, Hinterbirch",bus station,515|535|N53,8.5292573,47.5220464,bulachhinterbirch|hinterbirch
"Bülach, Hirslen",bus station,515|535|N53,8.5248889,47.5227081,bulachhirslen|hirslen
"Bülach, Hohfuri",bus station,501,8.5443651,47.5263556,bulachhohfuri|hohfuri
"Bülach, Kaffeestrasse",bus station,501|504,8.5361367,47.5118084,bulach kaffeestr|bulachkaffeestrasse|kaffeestr|kaffeestrasse
"Bülach, Kantonsschule",bus station,501|E,8.5471757,47.5172171,bulachkantonsschule
"Bülach, Kaserne",bus station,525|E|N54,8.5259419,47.5131638,bulachkaserne
"Bülach, Kreuzstrasse",bus station,501,8.5413792,47.5194131,bulach kreuzstr|bulachkreuzstrasse
"Bülach, Mettmenriet",bus station,530|531|E|N54,8.543502,47.512305,bulachmettmenriet|mettmenriet
"Bülach, Moritz-Meyer-Weg",bus station,501,8.5440496,47.5150162,bulachmoritzmeyerweg|moritz meyer weg|moritzmeyerweg
"Bülach, Niederflachs",bus station,525|E|N54,8.5309816,47.515491,bulachniederflachs|niederflachs
"Bülach, Obere Frohalde",bus station,501,8.5495448,47.526387,bulachoberefrohalde|obere frohalde|oberefrohalde
"Bülach, Pfarrgässli",bus station,501|N54,8.5408596,47.516126,bulachpfarrgassli|pfarrgassli
"Bülach, Schuemacher",bus station,501,8.5443135,47.5289825,bulachschuemacher|schuemacher
"Bülach, Soliboden",bus station,501,8.5386252,47.5268509,bulachsoliboden|soliboden
"Bülach, Soligänter",bus station,501,8.5418843,47.528394,bulachsoliganter|soliganter
"Bülach, Sonnenhof",bus station,501|504|515|525|530|531|535|N53,8.5396821,47.5208145,bulachsonnenhof
"Bülach, Spital",bus station,515|535|N53,8.5337991,47.5207803,bulachspital
"Bülach, Stadthalle",bus station,501|504,8.5367677,47.5153643,bulachstadthalle|stadthalle
"Bülach, Stubenchlaus",bus station,501,8.5520314,47.5227382,bulachstubenchlaus|stubenchlaus
"Bülach, Tiefengasse",bus station,501|504,8.5330088,47.5146444,bulachtiefengasse|tiefengasse
"Bülach, Untere Frohalde",bus station,501,8.5510356,47.5246457,bulachunterefrohalde|untere frohalde|unterefrohalde
"Bülach, Untertor",bus station,501|530|531|N54,8.541829,47.5161348,bulachuntertor
"Bülach, Witenwisen",bus station,501,8.5464631,47.5199763,bulachwitenwisen|witenwisen
"Bünzen, Freienhof",bus station,341,8.3248,47.3107,bunzenfreienhof|freienhof
Büsingen (Schifflände),bus station,25|403|3820,8.6933,47.6954,busingenschifflande
"Büsingen, Bürgerhaus",bus station,25|403,8.6877,47.6961,busingenburgerhaus
"Büsingen, Kirche St. Michael",bus station,25,8.703,47.6987,busingenkirchestmichael|kirche st michael|kirchestmichael
"Büsingen, Stemmer",bus station,25,8.6689,47.6864,busingenstemmer|stemmer
"Büsingen, Stemmer/Goethestr.",bus station,403,8.6689,47.6864,busingenstemmergoethestr|stemmer goethestr|stemmergoethestr
"Büsingen, Strandbad",bus station,25|403,8.6969,47.6963,busingenstrandbad
"Büsingen, Wiesli",bus station,25|403,8.6816,47.691,busingenwiesli
"Cham, Niederwil",bus station,642|643|N4,8.4516,47.2127,chamniederwil|niederwil
"Cham, Niederwil Schulhaus",bus station,642|643|N4,8.447,47.2114,chamniederwilschulhaus|niederwil schulhaus|niederwilschulhaus
"Cham, Oberwil",bus station,642|643|N4,8.4589,47.2096,chamoberwil
"D'dorf, Sportanl Heerenschürli",bus station,759,8.5956012,47.404477,ddorfsportanlheerenschurli|sportanl heerenschurli|sportanlheerenschurli
Dachsen,train station,S|S12|S33|SN3,8.6137413,47.6669955,
"Dachsen, Bahnhof",bus station,634|EV1|EV4|EV5|EV6,8.6141164,47.6670996,dachsenbahnhof
"Dachsen, Lindenstrasse",bus station,634,8.6204676,47.6635094,dachsen lindenstr|dachsenlindenstrasse
Damm,station,,8.8103895,47.2212126,
"Dangstetten, Dorfplatz",bus station,7340,8.3249,47.5971,dangstetten dorfplz|dangstettendorfplatz
"Dangstetten, Kindergarten",bus station,7340,8.3201,47.597,dangstettenkindergarten
"Dangstetten, Römerhof",bus station,7340,8.318,47.5955,dangstettenromerhof
Degernau,bus station,7338,8.3799,47.6674,
"Detighofen-Berwangen, Ort",bus station,7347,8.5013,47.6284,detighofenberwangenort
Dettenried,bus station,640,8.7771,47.4406,
"Dettighofen (D), Eichberg",bus station,7347,8.4659,47.6268,dettighofendeichberg
"Dettighofen (D), Kirchholz",bus station,7347,8.4683,47.6269,dettighofendkirchholz|kirchholz
"Dettighofen (D), Löwen",bus station,7347,8.4835,47.6238,dettighofendlowen
"Dettighofen (D), Rathaus",bus station,7347,8.4887,47.6251,dettighofendrathaus
"Dettighofen, Lanzenneunfornstr",bus station,826,8.9486,47.6168,dettighofenlanzenneunfornstr|lanzenneunfornstr
"Detzeln, Abzw. Krenkingen",bus station,7345,8.319,47.6716,abzw krenkingen|abzwkrenkingen|detzelnabzwkrenkingen
"Detzeln, Oberdorf",bus station,7345,8.3205,47.6682,detzelnoberdorf
"Detzeln, Unterdorf",bus station,7345,8.3203,47.6669,detzelnunterdorf
Dielsdorf,train station,S15,8.4596603,47.4824207,
"Dielsdorf, Altmoos",bus station,456|535|N51,8.4548143,47.4760142,altmoos|dielsdorfaltmoos
"Dielsdorf, Bahnhof",bus station,456|593|EV1,8.4589399,47.4829128,dielsdorfbahnhof
"Dielsdorf, Bezirksgebäude",bus station,593,8.4528468,47.4820669,dielsdorfbezirksgebaude
"Dielsdorf, Dorfzentrum",bus station,456|535|N51,8.4535814,47.4816287,dielsdorfdorfzentrum
"Dielsdorf, Erlen",bus station,535|N51,8.4716239,47.4835469,dielsdorferlen
"Dielsdorf, Gesundheitszentrum",bus station,593,8.4506341,47.4794418,dielsdorfgesundheitszentrum|gesundheitszentrum
"Dielsdorf, Ruchwiesen",bus station,535|N51,8.4637845,47.4809271,dielsdorfruchwiesen|ruchwiesen
"Dielsdorf, Spitalstrasse",bus station,593,8.4506079,47.4815558,dielsdorf spitalstr|dielsdorfspitalstrasse
"Dielsdorf, Wehntalerstrasse",bus station,535|N51,8.4532505,47.4830617,dielsdorf wehntalerstr|dielsdorfwehntalerstrasse|wehntalerstr|wehntalerstrasse
Diessenhofen,train station,S1|SN3,8.7523,47.6855,
Diessenhofen (Schifflände),station,3820,8.7489,47.6904,diessenhofenschifflande
"Diessenhofen, Bahnhof",bus station,823|847|848|EV1|EV3|EV 1,8.7526659,47.6854837,diessenhofenbahnhof
"Diessenhofen, Landi",bus station,823|847|848,8.7503,47.6808,diessenhofenlandi
Dietikon,train station,EXT|IR|IR36|RE|RE12|RE36|S11|S12|S17|S19|S42|SN|SN1|SN11,8.4053253,47.4057213,
Dietikon Schöneggstrasse,train station,N32|S17,8.4010908,47.4023476,dietikon schoneggstr|dietikonschoneggstrasse
Dietikon Stoffelbach,train station,N32|S17,8.3990144,47.3929922,dietikonstoffelbach
"Dietikon, Bahnhof",tram station,20|301|305|306|309|314|325|EV1|N31|N32|N33|N34|N36,8.4045191,47.405836,dietikonbahnhof
"Dietikon, Bergfrieden Bahnhof",bus station,EV1,8.3988,47.3974,bergfrieden bahnhof|bergfriedenbahnhof|dietikonbergfriedenbahnhof
"Dietikon, Birmensdorferstrasse",tram station,20|314|317|N34|N36,8.4175698,47.3979097,dietikon birmensdorferstr|dietikonbirmensdorferstrasse
"Dietikon, Dörfli",bus station,314|N34|N36,8.40662,47.4004125,dietikondorfli
"Dietikon, Gyrhalden",bus station,325,8.3914019,47.4006289,dietikongyrhalden|gyrhalden
"Dietikon, Hagackerstrasse",bus station,309,8.3967931,47.4175306,dietikon hagackerstr|dietikonhagackerstrasse|hagackerstr|hagackerstrasse
"Dietikon, Heimstrasse",bus station,301|N34,8.4060649,47.4085126,dietikon heimstr|dietikonheimstrasse|heimstr|heimstrasse
"Dietikon, Hofacker",bus station,314|N34|N36,8.4116678,47.3982564,dietikonhofacker
"Dietikon, Hätschen",bus station,306|325|N31|N36,8.3938388,47.402066,dietikonhatschen|hatschen
"Dietikon, Lerzen",bus station,309,8.3990877,47.4176375,dietikonlerzen|lerzen
"Dietikon, Lätten",bus station,325,8.3848458,47.4022119,dietikonlatten
